,areas,beds,baths,listing_date,prices,title_len,des_len,school,airport,city,association,view,ใหม่
1038,41.0,3.0,2.0,2021-10-05,2980000,75,733,1,0,0,0,0,0
1039,50.0,4.0,3.0,2021-10-05,3500000,70,1144,0,0,0,1,0,0
1040,37.0,3.0,2.0,2021-10-05,2790000,75,739,1,0,0,0,0,0
1041,25.0,3.0,2.0,2021-10-14,1210000,57,546,1,0,0,0,0,0
1042,18.0,3.0,2.0,2021-10-05,2600000,98,1479,0,0,1,0,0,0
1043,,4.0,4.0,2021-10-14,19990000,62,336,0,0,0,0,0,0
1044,,5.0,2.0,2021-10-14,2940000,61,577,0,0,0,0,0,0
1045,29.0,3.0,2.0,2021-10-08,2290000,98,491,0,1,0,1,0,0
1046,,7.0,8.0,2021-10-11,85000000,35,189,0,1,0,0,1,1
1047,39.0,3.0,2.0,2021-10-04,3490000,49,624,0,0,0,0,0,0
1048,,4.0,3.0,2021-10-06,10200000,87,1115,0,0,0,0,0,0
1049,50.0,3.0,2.0,2021-10-14,5900000,37,511,0,0,0,0,0,0
1050,59.0,3.0,3.0,2021-10-05,5300000,59,722,0,0,0,1,0,0
1051,69.0,4.0,3.0,2021-10-05,6200000,69,852,1,0,1,0,0,0
1052,67.0,2.0,2.0,2021-10-19,2550000,59,260,0,0,0,0,0,0
1053,,3.0,2.0,2021-10-14,5495000,53,527,0,0,0,0,0,0
1054,53.0,3.0,3.0,2021-10-05,6500000,78,1110,1,0,1,1,1,0
1055,60.0,3.0,2.0,2021-10-03,3990000,83,2105,0,0,0,1,0,0
1056,40.0,4.0,2.0,2021-10-09,4600000,95,1462,1,0,0,1,0,0
1057,,5.0,11.0,2021-10-09,80000000,57,1414,1,1,1,0,0,0
1058,85.0,3.0,2.0,2021-10-08,3200000,85,758,0,1,0,0,0,0
1059,,5.0,3.0,2021-10-09,3000000,77,726,0,0,0,0,0,0
1060,65.0,5.0,2.0,2021-10-09,6500000,151,1751,1,0,0,1,0,0
1061,35.0,3.0,2.0,2021-10-12,2300000,72,1130,1,0,0,0,0,0
1062,50.0,3.0,2.0,2021-10-09,3750000,64,909,0,0,0,0,0,0
1063,54.0,3.0,2.0,2021-10-09,6500000,88,1006,0,0,1,1,0,0
1064,164.0,3.0,2.0,2021-10-09,2850000,67,1274,0,0,0,0,0,0
1065,37.0,3.0,2.0,2021-10-09,3690000,60,1874,1,1,0,1,0,0
1066,103.0,3.0,3.0,2021-10-14,7240000,72,553,0,0,0,0,0,0
1067,128.0,2.0,1.0,2021-10-12,1350000,68,497,1,0,0,0,0,0
1068,36.0,2.0,2.0,2021-10-08,3800000,98,1158,1,1,0,1,0,0
1069,,5.0,4.0,2021-10-08,12900000,30,588,0,0,0,0,0,0
1070,63.0,2.0,2.0,2021-10-08,4650000,72,435,0,0,0,0,0,0
1071,,3.0,3.0,2021-10-08,9900000,57,690,0,0,0,1,0,0
1072,,3.0,3.0,2021-10-08,3950000,67,422,0,0,0,0,0,0
1073,,2.0,1.0,2021-10-08,1590000,66,846,0,0,0,1,0,0
1074,,3.0,3.0,2021-10-08,5499999,60,1803,1,0,0,1,0,0
1075,,3.0,3.0,2021-10-08,5450000,95,1295,0,1,1,1,0,0
1076,,3.0,2.0,2021-10-08,4790000,53,1395,0,0,0,1,0,0
1077,56.0,3.0,3.0,2021-10-08,3600000,102,1800,1,0,0,1,0,0
1078,63.0,3.0,3.0,2021-10-08,4000000,51,1821,1,0,0,1,0,0
1079,120.0,5.0,4.0,2021-10-08,38000000,67,2055,1,0,0,1,0,0
1080,59.0,3.0,2.0,2021-10-05,2024000,56,543,1,0,1,0,0,0
1081,44.0,2.0,1.0,2021-10-09,4400000,46,83,0,0,0,0,0,0
1082,90.0,4.0,5.0,2021-09-30,16900000,149,1035,0,0,0,0,0,0
1083,46.0,2.0,1.0,2021-10-10,1500000,22,63,0,0,0,0,0,0
1084,,2.0,,2021-10-08,3900000,43,81,0,0,0,0,0,0
1085,37.0,3.0,2.0,2021-09-27,4640000,83,286,0,0,0,0,0,0
1086,50.0,4.0,3.0,2021-09-27,4350000,50,1316,1,1,1,0,0,0
1087,70.0,3.0,2.0,2021-09-27,3890000,57,1237,1,0,0,0,0,0
1088,,3.0,3.0,2021-09-27,7190000,40,1166,0,0,0,0,0,0
1089,300.0,3.0,3.0,2021-09-27,23000000,67,764,0,0,0,0,0,0
1090,,4.0,2.0,2021-09-27,3390000,55,1573,1,0,0,0,0,0
1091,,3.0,2.0,2021-09-27,3900000,69,1062,0,1,0,1,0,0
1092,99.0,2.0,2.0,2021-09-27,5900000,55,1118,1,0,0,0,0,0
1093,179.0,1.0,1.0,2021-10-12,1690000,34,487,0,0,1,0,1,0
1094,45.0,2.0,2.0,2021-09-30,1800000,48,223,0,0,0,0,0,0
1095,75.0,4.0,5.0,2021-10-13,13000,31,100,0,0,0,0,0,0
1096,24.0,2.0,1.0,2021-10-04,1050000,81,763,0,0,0,1,0,0
1097,,2.0,2.0,2021-10-11,2800000,25,319,0,0,1,0,0,0
1098,23.0,3.0,3.0,2021-10-06,1390000,85,1179,0,0,0,0,0,0
1099,246.0,6.0,5.0,2021-09-29,29500000,83,837,0,0,1,0,0,0
1100,57.0,3.0,3.0,2021-09-24,6500000,75,1378,1,0,0,1,0,0
1101,80.0,2.0,2.0,2021-10-05,2920000,102,1030,0,0,0,0,0,0
1102,169.0,6.0,7.0,2021-10-05,19500000,79,786,0,0,0,0,0,0
1103,51.0,4.0,4.0,2021-10-05,7300000,86,988,0,0,1,0,0,0
1104,212.0,5.0,6.0,2021-10-07,20800000,84,1133,1,1,1,0,0,0
1105,,3.0,3.0,2021-10-07,4750000,102,1372,1,0,1,1,0,0
1106,60.0,3.0,2.0,2021-10-07,2300000,79,695,1,0,0,1,0,0
1107,,5.0,4.0,2021-10-07,4500000,79,772,1,0,0,0,0,0
1108,,4.0,3.0,2021-10-07,7790000,86,930,1,0,0,1,0,0
1109,43.0,6.0,5.0,2021-10-07,6600000,89,894,1,0,1,0,0,0
1110,200.0,2.0,2.0,2021-10-07,4300000,88,654,0,0,1,0,0,0
1111,,4.0,5.0,2021-10-07,25000000,91,992,0,0,0,0,0,0
1112,147.0,3.0,2.0,2021-10-07,3200000,91,1227,0,0,1,0,0,0
1113,,,,2021-10-07,29000000,93,534,0,0,0,0,0,0
1114,45.0,4.0,2.0,2021-10-07,2999000,75,942,1,0,0,1,0,0
1115,21.0,2.0,2.0,2021-10-07,800000,76,816,1,0,0,0,0,0
1116,50.0,3.0,2.0,2021-10-07,4500000,65,761,1,0,1,1,0,0
1117,24.0,2.0,2.0,2021-10-07,1950000,199,1799,1,0,0,0,0,0
1118,76.0,4.0,3.0,2021-10-10,6700000,94,616,0,0,0,1,0,1
1119,58.0,3.0,3.0,2021-10-11,5800000,63,1915,1,1,0,1,1,0
1120,43.0,3.0,2.0,2021-10-10,3800000,63,221,0,0,0,0,0,0
1121,50.0,3.0,2.0,2021-10-08,5700000,67,540,1,0,0,0,0,0
1122,61.0,3.0,3.0,2021-10-14,5250000,82,578,1,0,0,0,0,0
1123,85.0,3.0,3.0,2021-10-11,4900000,41,659,1,0,0,0,0,0
1124,,3.0,3.0,2021-10-06,4789999,116,1605,1,0,0,1,0,0
1125,,4.0,3.0,2021-10-14,7850000,85,577,0,0,0,1,0,0
1126,,3.0,3.0,2021-10-07,12000000,138,2634,0,0,1,1,0,0
1127,51.0,3.0,3.0,2021-10-12,6000000,33,1801,1,0,0,1,0,0
1128,,3.0,3.0,2021-10-06,6490000,104,1448,0,0,0,0,0,0
1129,,3.0,2.0,2021-10-06,4290000,51,1773,0,0,0,1,0,0
1130,,3.0,2.0,2021-10-06,2850000,238,1618,1,1,0,1,0,0
1131,16.0,3.0,2.0,2021-10-06,1690000,58,1707,0,0,0,1,0,0
1132,,2.0,2.0,2021-10-07,2935500,72,679,0,0,0,0,0,0
1133,28.0,3.0,2.0,2021-10-07,3811000,51,613,0,0,0,0,0,0
1134,59.0,3.0,2.0,2021-10-06,2250000,46,1498,1,0,0,1,0,0
1135,111.0,4.0,3.0,2021-10-06,10900000,40,1765,0,0,0,1,0,0
1136,,3.0,3.0,2021-10-06,9900000,59,1548,0,0,0,1,0,0
1137,45.0,3.0,1.0,2021-10-06,1600000,72,1205,0,0,0,0,0,0
1138,34.0,2.0,1.0,2021-10-06,1650000,50,936,0,0,0,1,0,0
1139,35.0,3.0,2.0,2021-10-06,2900000,59,1354,0,1,1,1,0,0
1140,21.0,3.0,3.0,2021-10-06,4223000,52,697,0,0,0,1,0,0
1141,,5.0,8.0,2021-10-06,100000000,47,1443,0,0,0,0,0,0
1142,77.0,4.0,4.0,2021-10-06,18800000,86,2258,0,0,0,1,0,0
1143,20.0,3.0,2.0,2021-10-05,3038500,68,654,0,0,0,0,0,0
1144,24.0,3.0,3.0,2021-10-05,3800700,63,666,0,1,1,0,0,0
1145,,4.0,2.0,2021-10-05,2008500,62,907,0,0,0,1,0,0
1146,200.0,4.0,3.0,2021-10-08,3900000,258,663,1,0,0,0,0,0
1147,50.0,3.0,2.0,2021-10-07,3890000,54,1269,0,0,0,1,0,0
1148,76.0,4.0,3.0,2021-10-06,6700000,88,905,0,0,0,1,0,0
1149,30.0,2.0,2.0,2021-10-06,3200000,38,528,0,0,0,0,0,0
1150,200.0,4.0,4.0,2021-10-08,34000000,74,1685,1,0,0,1,0,0
1151,200.0,2.0,2.0,2021-10-08,2200000,98,1353,1,0,0,0,0,0
1152,22.0,3.0,3.0,2021-10-06,4118970,57,658,0,1,0,0,0,0
1153,89.0,5.0,5.0,2021-10-06,30000000,94,804,1,0,1,0,1,0
1154,60.0,3.0,2.0,2021-10-06,3980000,82,829,0,0,0,0,0,0
1155,65.0,3.0,5.0,2021-10-05,15000000,23,327,0,0,0,0,0,0
1156,61.0,3.0,3.0,2021-10-08,10900000,52,1436,0,0,0,1,0,0
1157,75.0,4.0,4.0,2021-10-06,15000000,89,1254,1,0,0,0,0,0
1158,,2.0,1.0,2021-10-06,2470000,128,1069,0,0,0,0,0,0
1159,,3.0,,2021-10-06,1890000,52,2259,1,1,1,0,0,0
1160,300.0,32.0,38.0,2021-10-06,35000000,62,1283,0,0,1,0,1,0
1161,30.0,4.0,4.0,2021-10-08,50000000,67,708,0,0,0,0,0,0
1162,,3.0,4.0,2021-10-08,19500000,71,578,0,0,0,0,0,0
1163,48.0,4.0,2.0,2021-10-06,3590000,61,1820,0,0,0,1,0,0
1164,20.0,3.0,4.0,2021-10-05,2523500,61,657,0,0,0,0,0,0
1165,75.0,3.0,1.0,2021-10-09,3000000,100,709,0,1,0,1,0,0
1166,,4.0,5.0,2021-10-05,25000000,106,883,0,1,1,0,0,1
1167,,3.0,3.0,2021-10-07,3890000,80,769,1,0,1,1,0,0
1168,59.0,3.0,2.0,2021-10-15,3960000,68,564,0,1,1,0,0,0
1169,15.0,2.0,2.0,2021-10-08,3500000,40,708,0,0,0,0,1,0
1170,52.0,3.0,3.0,2021-10-17,9500000,41,261,0,0,0,0,0,0
1171,,4.0,4.0,2021-10-14,9500000,50,552,0,0,0,0,0,0
1172,,2.0,2.0,2021-10-07,1850000,119,1402,0,0,0,1,0,0
1173,54.0,3.0,2.0,2021-10-04,4200000,57,1890,1,0,1,1,0,0
1174,20.0,2.0,2.0,2021-10-04,1600000,62,490,0,0,1,1,0,0
1175,100.0,3.0,3.0,2021-10-04,28000000,44,495,0,0,0,0,0,0
1176,,2.0,2.0,2021-10-07,1850000,119,1402,0,0,0,1,0,0
1177,54.0,3.0,2.0,2021-10-04,4200000,57,1890,1,0,1,1,0,0
1178,20.0,2.0,2.0,2021-10-04,1600000,62,490,0,0,1,1,0,0
1179,100.0,3.0,3.0,2021-10-04,28000000,44,495,0,0,0,0,0,0
1180,,4.0,5.0,2021-10-16,27000000,64,547,0,0,0,0,0,0
1181,,,,2021-10-07,1680000,45,208,0,0,0,0,0,0
1182,54.0,4.0,2.0,2021-10-05,2900000,79,850,0,0,0,1,1,0
1183,39.0,3.0,2.0,2021-10-05,5700000,103,958,0,0,1,0,0,0
1184,20.0,3.0,4.0,2021-10-03,2450000,79,455,0,0,0,0,0,0
1185,,4.0,4.0,2021-10-05,9300000,90,618,1,0,1,0,0,0
1186,48.0,3.0,2.0,2021-10-06,6500000,71,1419,1,0,1,1,0,0
1187,60.0,3.0,3.0,2021-10-14,7500000,60,521,0,0,0,0,0,0
1188,18.0,2.0,1.0,2021-10-05,1122700,46,595,0,0,0,0,0,0
1189,,4.0,4.0,2021-10-05,14300000,88,825,0,0,0,0,0,0
1190,56.0,3.0,2.0,2021-10-06,1900000,60,343,0,0,1,0,0,0
1191,,3.0,3.0,2021-10-05,6000000,85,1309,1,0,0,0,0,0
1192,41.0,3.0,2.0,2021-10-05,2980000,75,733,1,0,0,0,0,0
1193,50.0,4.0,3.0,2021-10-05,3500000,70,1144,0,0,0,1,0,0
1194,37.0,3.0,2.0,2021-10-05,2790000,75,739,1,0,0,0,0,0
1195,20.0,3.0,2.0,2021-10-04,2200000,99,733,0,0,0,0,0,0
1196,35.0,2.0,2.0,2021-10-04,1550000,119,1072,0,0,1,0,0,1
1197,,3.0,2.0,2021-10-04,3999999,93,1116,0,1,1,0,0,0
1198,89.0,5.0,6.0,2021-10-04,20900000,138,983,0,1,0,0,0,0
1199,72.0,3.0,3.0,2021-10-04,10500000,92,739,0,0,0,0,0,0
1200,5.0,1.0,2.0,2021-10-04,6500000,98,649,0,0,0,0,0,0
1201,,3.0,4.0,2021-10-03,4830700,52,664,0,0,0,0,0,0
1202,25.0,3.0,2.0,2021-10-14,1210000,57,546,1,0,0,0,0,0
1203,,3.0,3.0,2021-10-12,8900000,257,818,0,0,0,1,0,0
1204,58.0,3.0,2.0,2021-10-06,5200000,20,718,0,0,0,0,0,0
1205,18.0,3.0,2.0,2021-10-05,2600000,98,1479,0,0,1,0,0,0
1206,,3.0,3.0,2021-10-05,6990000,74,1265,0,1,0,1,1,0
1207,51.0,3.0,3.0,2021-10-04,4850000,42,1652,1,0,0,0,0,0
1208,61.0,3.0,3.0,2021-10-04,5500000,89,906,0,0,0,1,0,0
1209,50.0,3.0,2.0,2021-10-04,4200000,48,1923,1,0,1,1,0,0
1210,,3.0,2.0,2021-10-03,3038500,60,682,0,0,0,0,0,0
1211,,4.0,4.0,2021-10-14,19990000,62,336,0,0,0,0,0,0
1212,,5.0,2.0,2021-10-14,2940000,61,577,0,0,0,0,0,0
1213,100.0,3.0,2.0,2021-10-08,1850000,47,1115,1,0,0,0,0,0
1214,,3.0,3.0,2021-10-04,3990000,102,981,0,0,1,0,0,1
1215,118.0,4.0,6.0,2021-10-04,19900000,93,645,0,1,0,1,1,0
1216,293.0,2.0,2.0,2021-10-04,4490000,49,1646,1,0,0,0,0,0
1217,32.0,4.0,3.0,2021-10-04,3850000,76,773,1,0,0,1,0,0
1218,60.0,3.0,3.0,2021-10-04,6000000,61,642,1,0,0,0,0,0
1219,77.0,3.0,3.0,2021-10-04,4490000,54,1572,1,0,0,0,0,0
1220,39.0,4.0,2.0,2021-10-04,1960000,60,461,0,0,0,0,0,0
1221,29.0,3.0,2.0,2021-10-08,2290000,98,491,0,1,0,1,0,0
1222,54.0,3.0,2.0,2021-10-04,3300000,53,831,0,0,0,1,0,0
1223,54.0,3.0,2.0,2021-10-04,3950000,58,1906,1,0,1,1,0,0
1224,85.0,2.0,1.0,2021-10-04,2750000,140,1243,1,0,0,1,0,0
1225,,3.0,2.0,2021-10-04,3500000,81,958,0,0,0,1,0,0
1226,125.0,3.0,1.0,2021-10-08,8000,35,202,1,0,1,0,0,0
1227,42.0,4.0,2.0,2021-10-07,2900000,74,760,1,0,0,0,0,0
1228,39.0,3.0,2.0,2021-10-04,3490000,49,624,0,0,0,0,0,0
1229,,5.0,3.0,2021-10-05,6199994,39,540,1,1,0,0,0,0
1230,50.0,3.0,2.0,2021-10-05,2290000,110,1162,0,0,0,1,0,0
1231,,4.0,3.0,2021-10-06,10200000,87,1115,0,0,0,0,0,0
1232,29.0,5.0,3.0,2021-10-02,6540000,122,728,0,0,1,1,0,0
1233,27.0,5.0,4.0,2021-10-01,9000000,139,807,0,0,0,0,0,0
1234,50.0,3.0,2.0,2021-10-14,5900000,37,511,0,0,0,0,0,0
1235,59.0,3.0,3.0,2021-10-05,5300000,59,722,0,0,0,1,0,0
1236,37.0,3.0,2.0,2021-10-04,2750000,72,1200,1,0,0,1,1,0
1237,,3.0,3.0,2021-10-08,9900000,73,2534,0,0,0,0,0,0
1238,69.0,4.0,3.0,2021-10-05,6200000,69,852,1,0,1,0,0,0
1239,,2.0,1.0,2021-10-03,2100000,46,513,0,0,0,0,0,0
1240,67.0,2.0,2.0,2021-10-19,2550000,59,260,0,0,0,0,0,0
1241,35.0,3.0,2.0,2021-10-01,2590000,78,1544,0,0,0,1,0,0
1242,,3.0,2.0,2021-10-14,5495000,53,527,0,0,0,0,0,0
1243,53.0,3.0,3.0,2021-10-05,6500000,78,1110,1,0,1,1,1,0
1244,,3.0,2.0,2021-10-05,4220000,69,585,1,0,0,0,0,0
1245,43.0,3.0,2.0,2021-10-02,2800000,60,1011,0,0,1,0,0,0
1246,63.0,5.0,3.0,2021-10-02,6450000,52,1526,1,0,0,1,0,0
1247,115.0,4.0,4.0,2021-10-01,18000000,38,911,0,0,0,0,1,0
1248,79.0,3.0,4.0,2021-09-28,23900000,113,663,0,0,0,0,0,0
1249,163.0,5.0,5.0,2021-09-18,17200000,112,349,0,0,0,0,0,1
1250,15.0,3.0,3.0,2021-09-30,4590000,17,246,0,0,0,0,0,0
1251,20.0,3.0,2.0,2021-06-30,2500000,69,824,0,0,0,1,0,0
1252,30.0,2.0,2.0,2021-06-30,1670000,61,806,0,0,0,0,0,0
1253,16.0,2.0,1.0,2021-06-30,1150000,82,762,0,0,0,0,0,0
1254,,,,2021-04-19,2300000,75,937,0,0,0,1,0,0
1255,38.0,3.0,2.0,2021-04-19,2950000,68,1013,0,0,1,1,0,0
1256,38.0,2.0,1.0,2021-04-20,2500000,87,957,0,0,0,1,0,0
1257,40.0,5.0,3.0,2021-10-05,7600000,75,1181,0,0,0,0,0,0
1258,90.0,3.0,2.0,2021-10-12,2200000,27,239,0,0,0,0,0,1
1259,300.0,5.0,6.0,2021-10-12,30000000,25,25,0,0,0,0,0,0
1260,118.0,3.0,2.0,2021-08-18,6850000,140,1959,1,0,0,1,0,0
1261,151.0,4.0,5.0,2021-08-18,21900000,72,2527,1,1,1,1,0,0
1262,53.0,4.0,4.0,2021-05-18,10500000,58,494,1,0,1,1,0,0
1263,120.0,3.0,2.0,2021-06-30,9980000,61,880,0,0,0,0,0,0
1264,22.0,3.0,2.0,2021-06-30,2500000,57,652,1,0,1,0,0,0
1265,,3.0,4.0,2021-06-30,3590000,55,920,1,0,0,1,0,0
1266,,,,2021-04-20,10000000,57,781,0,0,0,0,0,0
1267,51.0,3.0,3.0,2021-10-05,5600000,113,1364,0,0,0,0,1,0
1268,,4.0,4.0,2021-09-20,4500000,83,2484,1,0,1,0,1,0
1269,,3.0,2.0,2021-06-30,2560000,55,1237,0,1,0,1,1,0
1270,48.0,2.0,1.0,2021-03-31,3990000,71,1200,0,0,0,0,0,0
1271,36.0,2.0,1.0,2021-09-22,1800000,61,548,1,0,0,0,0,0
1272,,3.0,2.0,2021-10-02,2500000,59,958,0,0,0,1,0,0
1273,,3.0,2.0,2021-10-14,5800000,64,1248,1,1,0,0,0,0
1274,45.0,3.0,2.0,2021-10-02,2600000,88,639,1,0,0,0,0,0
1275,16.0,3.0,3.0,2021-10-01,6200000,138,306,1,0,0,1,0,0
1276,161.0,5.0,5.0,2021-10-02,17200000,128,412,0,0,0,0,0,1
1277,,3.0,3.0,2021-10-01,5300000,63,967,0,0,0,0,0,0
1278,47.0,4.0,2.0,2021-10-01,18000000,100,1052,0,0,0,1,0,0
1279,,2.0,1.0,2021-10-01,1250000,71,1000,0,0,0,0,0,0
1280,30.0,4.0,3.0,2021-10-01,3890000,62,1324,0,0,0,1,0,0
1281,,4.0,3.0,2021-10-01,5400000,75,1263,0,0,0,0,0,0
1282,65.0,4.0,2.0,2021-10-02,2390000,270,862,1,0,0,0,0,0
1283,,3.0,2.0,2021-10-03,2350000,52,269,1,0,0,0,0,1
1284,52.0,3.0,2.0,2021-10-08,3690000,60,1640,0,0,0,1,1,0
1285,37.0,3.0,3.0,2021-09-30,4500000,95,1171,1,0,0,1,0,0
1286,128.0,3.0,3.0,2021-10-14,8420000,72,550,0,0,0,0,0,0
1287,150.0,4.0,4.0,2021-10-03,12000000,68,236,0,0,0,0,0,0
1288,83.0,3.0,2.0,2021-10-08,1599900,51,200,1,0,0,0,0,0
1289,,2.0,1.0,2021-10-05,1490000,49,949,0,0,0,1,0,0
1290,60.0,2.0,2.0,2021-10-10,1240000,21,184,0,0,1,0,0,1
1291,8.0,2.0,2.0,2021-10-03,1650000,36,280,0,0,0,0,0,0
1292,103.0,3.0,2.0,2021-10-01,16900000,122,798,1,0,0,0,0,0
1293,54.0,3.0,3.0,2021-10-01,6000000,68,1298,0,1,0,1,0,0
1294,,3.0,3.0,2021-10-06,3700000,61,510,0,0,0,0,0,0
1295,100.0,4.0,5.0,2021-10-01,29767000,90,889,0,0,0,1,0,0
1296,103.0,3.0,2.0,2021-10-01,16900000,122,798,1,0,0,0,0,0
1297,54.0,3.0,3.0,2021-10-01,6000000,68,1298,0,1,0,1,0,0
1298,,3.0,3.0,2021-10-06,3700000,61,510,0,0,0,0,0,0
1299,100.0,4.0,5.0,2021-10-01,29767000,90,889,0,0,0,1,0,0
1300,63.0,3.0,2.0,2021-09-30,4900000,51,750,0,0,0,0,0,0
1301,,3.0,2.0,2021-10-06,3490000,141,1075,0,1,0,1,0,0
1302,,4.0,5.0,2021-10-10,6754000,92,492,0,0,0,1,0,1
1303,,3.0,2.0,2021-10-01,3380000,62,606,0,0,0,0,0,0
1304,45.0,3.0,3.0,2021-10-01,3990000,62,681,0,0,0,0,0,0
1305,173.0,4.0,5.0,2021-10-04,9800000,95,1059,0,0,1,0,0,1
1306,24.0,4.0,2.0,2021-09-29,3500000,97,1178,0,0,0,1,0,0
1307,60.0,4.0,2.0,2021-10-11,5000000,95,1306,0,0,0,0,0,0
1308,,3.0,2.0,2021-10-01,4700000,110,1749,1,0,1,1,0,0
1309,50.0,3.0,2.0,2021-10-20,3300000,255,36,0,0,0,0,0,0
1310,35.0,3.0,2.0,2021-10-06,3400000,76,1030,0,0,0,1,0,0
1311,,3.0,1.0,2021-10-06,1000000,51,1070,1,0,0,0,0,0
1312,70.0,3.0,2.0,2021-10-06,23000000,90,564,0,0,0,0,0,0
1313,120.0,5.0,3.0,2021-10-02,3950000,76,1146,1,0,0,1,0,0
1314,177.0,4.0,4.0,2021-09-29,26000000,116,3450,0,0,0,1,0,0
1315,24.0,2.0,1.0,2021-10-02,1450000,83,316,0,0,0,0,0,0
1316,50.0,3.0,2.0,2021-09-29,4200000,56,1247,1,0,1,0,0,0
1317,262.0,5.0,5.0,2021-09-28,29900000,62,2075,0,0,0,0,0,0
1318,62.0,3.0,2.0,2021-10-08,3700000,95,1254,1,0,0,1,0,0
1319,114.0,3.0,4.0,2021-09-30,19500000,88,1090,0,0,0,1,0,0
1320,191.0,5.0,6.0,2021-09-29,85000000,100,2442,1,0,0,1,0,0
1321,43.0,3.0,3.0,2021-09-28,2880000,102,971,0,0,1,0,0,0
1322,54.0,3.0,2.0,2021-09-28,2490000,109,1021,0,0,1,0,0,1
1323,58.0,3.0,3.0,2021-09-28,3490000,113,994,0,0,1,0,0,0
1324,84.0,3.0,3.0,2021-09-28,3400000,125,1092,0,0,1,0,0,0
1325,47.0,2.0,2.0,2021-09-28,1500000,126,1049,0,0,1,0,0,0
1326,,4.0,4.0,2021-09-30,18000000,43,1474,0,0,0,1,0,0
1327,119.0,4.0,3.0,2021-09-30,5500000,138,1054,0,0,1,0,0,0
1328,212.0,6.0,8.0,2021-09-29,25000000,64,1484,0,1,1,1,0,0
1329,54.0,3.0,2.0,2021-09-29,4800000,47,1672,1,0,0,1,0,0
1330,72.0,4.0,3.0,2021-09-29,3300000,104,1301,0,0,1,1,0,0
1331,33.0,3.0,2.0,2021-09-29,2450000,140,1084,0,0,1,0,0,1
1332,,15.0,7.0,2021-09-29,60000000,50,1399,1,0,1,0,0,0
1333,68.0,3.0,2.0,2021-09-29,4000000,103,1089,0,0,1,0,0,0
1334,,3.0,2.0,2021-09-29,2913000,107,1011,0,0,1,0,0,1
1335,245.0,3.0,7.0,2021-09-29,2190000,105,1021,0,0,1,0,0,0
1336,225.0,3.0,4.0,2021-09-29,16000000,48,731,0,0,0,1,0,0
1337,35.0,3.0,2.0,2021-09-28,5000000,49,1705,0,1,1,1,0,0
1338,50.0,3.0,2.0,2021-09-28,2790000,46,1805,1,0,0,1,0,0
1339,63.0,4.0,2.0,2021-09-28,2590000,49,1388,0,0,1,1,0,0
1340,,3.0,2.0,2021-09-27,2290000,98,1003,0,0,1,0,0,1
1341,,4.0,5.0,2021-09-27,26000000,55,633,0,0,0,0,0,0
1342,54.0,4.0,2.0,2021-09-27,3700000,40,1195,1,0,1,0,0,0
1343,54.0,3.0,2.0,2021-09-27,3590000,30,1029,0,0,0,0,0,0
1344,,3.0,3.0,2021-09-30,3150000,129,1043,0,0,1,0,0,1
1345,120.0,3.0,3.0,2021-09-30,4700000,109,1625,1,1,1,1,0,0
1346,60.0,4.0,2.0,2021-09-29,11000000,71,1818,1,0,0,0,0,0
1347,57.0,3.0,3.0,2021-09-29,6500000,140,1960,1,0,0,1,0,0
1348,,4.0,3.0,2021-09-29,7900000,41,1341,1,0,1,0,0,0
1349,62.0,3.0,3.0,2021-09-29,6390000,78,1161,0,0,0,1,0,0
1350,,4.0,4.0,2021-09-29,11845000,67,995,0,0,1,1,1,0
1351,68.0,3.0,2.0,2021-09-29,49440000,70,612,0,1,0,1,0,0
1352,,3.0,2.0,2021-09-29,4290000,37,661,0,0,0,0,0,0
1353,,3.0,2.0,2021-09-28,2600000,58,614,1,0,0,0,0,0
1354,196.0,4.0,3.0,2021-09-28,39000000,81,816,0,0,0,0,0,0
1355,62.0,3.0,2.0,2021-09-27,3390000,111,1582,0,0,0,1,0,0
1356,122.0,4.0,2.0,2021-09-27,9800000,41,1767,0,0,0,1,0,0
1357,118.0,5.0,3.0,2021-09-27,15000000,60,1711,0,1,0,1,0,0
1358,83.0,4.0,2.0,2021-09-30,5549000,59,1755,1,0,1,1,0,0
1359,,3.0,2.0,2021-09-30,3790000,62,2007,0,0,0,1,0,0
1360,67.0,3.0,3.0,2021-09-30,7500000,99,1545,1,0,1,1,0,0
1361,37.0,4.0,3.0,2021-09-30,3800000,65,1440,0,0,0,1,0,0
1362,,3.0,3.0,2021-09-30,8500000,52,1258,0,0,0,1,0,0
1363,,4.0,3.0,2021-09-29,6500000,142,1048,0,0,0,0,0,0
1364,65.0,3.0,3.0,2021-09-29,9700000,74,1169,1,1,1,1,1,0
1365,35.0,3.0,2.0,2021-09-29,4300000,79,1260,0,0,0,1,0,0
1366,30.0,1.0,3.0,2021-09-29,2990000,63,1521,1,1,0,1,0,0
1367,74.0,2.0,2.0,2021-09-29,3000000,62,1969,1,1,0,1,0,0
1368,85.0,3.0,2.0,2021-09-29,3500000,63,2408,1,1,0,1,0,0
1369,,2.0,1.0,2021-09-29,1790000,79,571,0,0,0,0,0,0
1370,36.0,2.0,2.0,2021-09-29,1704000,61,2046,1,1,0,1,0,0
1371,77.0,3.0,2.0,2021-09-29,2550000,66,1329,1,1,0,1,0,0
1372,155.0,3.0,3.0,2021-09-28,4390000,41,617,1,0,1,0,0,0
1373,,3.0,2.0,2021-09-28,2790000,75,404,0,0,0,0,0,0
