,areas,beds,baths,listing_date,prices,title_len,des_len,school,airport,city,association,view,ใหม่
2048,50.0,4.0,2.0,2021-09-15,4600000,68,1293,0,1,1,0,0,0
2049,,3.0,2.0,2021-09-15,5900000,61,272,0,0,0,0,0,0
2050,,3.0,2.0,2021-09-14,3800000,37,1198,1,0,0,1,0,0
2051,93.0,4.0,5.0,2021-09-13,13900000,38,813,0,0,0,0,1,0
2052,,4.0,4.0,2021-09-13,10000000,34,773,0,0,0,1,1,0
2053,100.0,5.0,5.0,2021-09-13,9900000,34,782,0,0,0,0,1,0
2054,100.0,5.0,3.0,2021-09-13,7500000,34,726,0,0,0,0,0,0
2055,40.0,2.0,1.0,2021-09-23,1800000,75,164,0,0,0,1,0,0
2056,,3.0,3.0,2021-09-15,4600000,13,693,1,0,0,0,0,0
2057,65.0,3.0,3.0,2021-09-15,7850000,78,718,1,0,1,0,0,0
2058,30.0,3.0,2.0,2021-09-15,4700000,69,922,1,0,0,1,1,0
2059,,4.0,2.0,2021-09-13,4750000,60,272,0,0,0,0,0,0
2060,,4.0,3.0,2021-09-13,7500000,103,2520,1,0,0,1,0,0
2061,,4.0,3.0,2021-09-13,9190000,100,1572,0,0,0,0,0,0
2062,35.0,3.0,3.0,2021-09-13,7730000,72,357,0,0,0,0,0,0
2063,35.0,4.0,3.0,2021-09-13,4300000,106,542,0,0,0,0,0,0
2064,,4.0,3.0,2021-09-21,8790000,131,1156,0,1,0,0,0,0
2065,20.0,2.0,1.0,2021-09-21,1390000,49,1436,1,0,0,1,0,0
2066,,4.0,4.0,2021-10-07,9400000,95,989,1,0,0,1,0,0
2067,147.0,5.0,5.0,2021-09-21,18000000,94,652,0,0,0,0,0,0
2068,42.0,3.0,2.0,2021-09-20,1900000,41,1227,0,0,1,1,0,0
2069,60.0,4.0,5.0,2021-09-22,12900000,11,514,0,0,0,0,0,0
2070,53.0,3.0,2.0,2021-09-22,2990000,69,1214,0,0,0,0,0,0
2071,70.0,3.0,3.0,2021-09-22,6500000,146,1660,0,0,0,1,0,0
2072,70.0,4.0,2.0,2021-09-21,4490000,30,1235,1,0,1,1,0,0
2073,,4.0,4.0,2021-09-21,35000000,50,814,0,0,1,1,0,0
2074,,5.0,6.0,2021-09-21,41900000,54,1161,0,0,0,1,0,0
2075,68.0,3.0,2.0,2021-09-21,3200000,69,667,0,0,0,0,0,1
2076,60.0,2.0,3.0,2021-09-21,4750000,57,984,0,1,0,1,0,1
2077,28.0,2.0,2.0,2021-09-19,2300000,177,1160,1,0,0,0,0,0
2078,,3.0,4.0,2021-09-22,21000000,59,532,0,0,0,0,1,0
2079,50.0,2.0,1.0,2021-09-30,1790000,143,1105,0,0,1,0,0,1
2080,58.0,3.0,3.0,2021-09-27,6590000,96,1012,1,1,0,1,0,0
2081,50.0,3.0,2.0,2021-09-21,2790000,29,942,0,0,0,1,0,0
2082,30.0,2.0,1.0,2021-09-17,1290000,81,466,0,0,0,0,0,0
2083,95.0,3.0,2.0,2021-09-17,2850000,70,344,0,0,0,1,0,0
2084,50.0,3.0,2.0,2021-09-21,4100000,62,1057,0,0,0,0,0,0
2085,,3.0,2.0,2021-09-20,2700000,50,933,0,0,0,1,0,0
2086,,3.0,3.0,2021-09-30,6000000,53,1454,0,0,1,1,0,0
2087,,2.0,2.0,2021-09-21,1990000,53,1528,1,0,0,1,0,0
2088,108.0,3.0,3.0,2021-09-07,6900000,43,1366,0,0,0,1,0,0
2089,35.0,2.0,1.0,2021-09-05,1200000,62,1430,1,1,1,1,0,0
2090,100.0,3.0,2.0,2021-09-05,2990000,39,488,0,0,0,1,0,1
2091,50.0,4.0,4.0,2021-09-27,8890000,85,639,0,0,0,0,0,0
2092,49.0,3.0,2.0,2021-09-14,2950000,44,1113,1,0,0,0,0,0
2093,,3.0,2.0,2021-09-14,3000000,60,953,0,0,0,1,0,0
2094,56.0,3.0,3.0,2021-09-10,2790000,74,949,0,0,0,1,1,0
2095,,3.0,2.0,2021-09-08,2490000,47,834,0,0,1,0,0,1
2096,,2.0,2.0,2021-09-21,12000000,71,585,0,0,0,0,0,0
2097,51.0,3.0,3.0,2021-09-09,4500000,50,1027,0,0,1,1,0,0
2098,36.0,3.0,2.0,2021-09-09,3290000,89,1126,1,0,0,1,0,0
2099,,3.0,3.0,2021-09-21,14000000,39,927,0,0,0,0,0,0
2100,75.0,3.0,4.0,2021-09-21,6500000,64,1435,0,0,0,0,0,0
2101,,3.0,3.0,2021-09-21,12400000,64,1425,0,0,0,0,0,0
2102,200.0,3.0,3.0,2021-09-21,52800000,95,2454,0,0,0,0,0,0
2103,194.0,3.0,4.0,2021-09-21,18600000,80,1800,0,0,0,0,0,0
2104,,5.0,8.0,2021-09-21,55000000,69,2453,0,0,0,0,0,0
2105,,2.0,1.0,2021-09-18,850000,14,230,0,0,0,0,0,0
2106,58.0,3.0,2.0,2021-09-16,2650000,31,218,0,0,0,0,0,0
2107,120.0,3.0,5.0,2021-09-13,15000000,81,312,0,0,0,0,0,0
2108,,3.0,3.0,2021-09-13,7989998,47,1292,1,0,1,1,0,0
2109,25.0,2.0,1.0,2021-09-09,1100000,53,857,0,0,0,1,0,0
2110,300.0,4.0,4.0,2021-09-07,8000000,34,436,0,1,0,0,0,0
2111,64.0,3.0,3.0,2021-09-26,5790000,255,1899,1,1,0,0,1,1
2112,48.0,3.0,2.0,2021-09-18,4590000,41,1978,0,0,0,1,0,0
2113,43.0,5.0,4.0,2021-09-18,5990000,37,1482,1,1,1,0,0,0
2114,39.0,3.0,2.0,2021-09-17,2590000,67,896,0,0,0,0,0,0
2115,100.0,5.0,6.0,2021-09-22,14500000,38,513,0,0,0,0,1,0
2116,37.0,3.0,2.0,2021-09-21,2790000,57,1057,1,0,0,1,1,0
2117,107.0,4.0,6.0,2021-09-21,36900000,72,2148,0,1,0,1,0,0
2118,116.0,3.0,3.0,2021-09-15,11800000,75,1500,0,1,0,1,1,0
2119,20.0,4.0,4.0,2021-10-04,11000000,100,62,0,0,0,0,0,1
2120,,7.0,6.0,2021-09-22,45000000,32,490,0,0,0,0,0,0
2121,,3.0,3.0,2021-09-22,6800000,53,529,0,0,1,0,1,0
2122,42.0,4.0,3.0,2021-09-25,4789500,66,568,0,0,0,1,0,0
2123,,3.0,3.0,2021-09-21,7490000,48,1332,0,1,0,0,0,0
2124,21.0,2.0,2.0,2021-09-20,1390000,52,881,0,0,0,1,0,0
2125,80.0,3.0,4.0,2021-09-19,11500000,61,1463,0,0,0,1,0,0
2126,46.0,2.0,2.0,2021-09-17,1990000,47,1606,1,0,0,0,0,0
2127,,6.0,4.0,2021-09-16,10700000,79,1633,0,0,0,0,0,0
2128,180.0,4.0,5.0,2021-09-15,13200000,69,1396,0,1,0,1,0,0
2129,55.0,4.0,3.0,2021-09-22,12900000,11,490,0,0,0,0,0,0
2130,,2.0,2.0,2021-09-22,5990000,38,739,0,0,0,0,0,0
2131,,3.0,2.0,2021-09-22,2590000,40,839,0,0,0,0,1,0
2132,54.0,3.0,2.0,2021-09-15,5790000,71,1521,0,0,0,1,0,0
2133,54.0,3.0,2.0,2021-09-15,6550000,78,1445,0,0,0,1,0,0
2134,73.0,3.0,2.0,2021-09-15,5900000,56,1153,0,0,0,1,0,0
2135,45.0,3.0,3.0,2021-09-22,4100000,58,485,0,0,0,0,0,0
2136,,3.0,2.0,2021-09-13,3400000,138,1019,0,0,1,0,0,0
2137,72.0,4.0,3.0,2021-09-08,7200000,94,1345,0,1,1,1,0,0
2138,,2.0,2.0,2021-09-08,2999000,64,702,0,0,1,0,0,0
2139,56.0,3.0,2.0,2021-09-08,3190000,78,1068,0,0,0,0,0,0
2140,62.0,3.0,3.0,2021-09-05,7100000,73,554,0,0,0,0,0,0
2141,35.0,3.0,2.0,2021-09-02,2700000,75,1572,0,0,0,1,0,0
2142,,5.0,5.0,2021-09-02,26000000,80,789,0,1,0,1,1,0
2143,59.0,4.0,3.0,2021-09-02,3490000,10,1557,1,0,0,1,0,0
2144,214.0,5.0,4.0,2021-09-23,14000000,47,121,0,0,0,0,0,0
2145,,3.0,2.0,2021-09-21,4990000,20,332,0,0,0,0,0,1
2146,,3.0,2.0,2021-09-19,40000000,85,345,0,0,0,0,1,0
2147,35.0,2.0,1.0,2021-09-16,2100000,77,252,0,0,0,0,0,0
2148,57.0,3.0,3.0,2021-09-10,3500000,120,1482,0,0,0,1,0,0
2149,52.0,3.0,2.0,2021-09-07,3999000,94,976,1,0,1,1,1,0
2150,65.0,5.0,2.0,2021-09-07,6900000,48,1315,0,0,0,1,0,0
2151,,3.0,2.0,2021-09-07,4790000,133,1984,0,0,0,1,0,0
2152,165.0,5.0,4.0,2021-09-07,16000000,75,934,0,1,0,1,0,0
2153,40.0,3.0,3.0,2021-09-14,6700000,57,828,1,0,0,1,0,0
2154,80.0,4.0,4.0,2021-09-07,19000000,76,310,0,0,0,0,0,0
2155,57.0,3.0,3.0,2021-09-15,5890000,194,1542,0,0,0,1,0,0
2156,,4.0,4.0,2021-09-15,24500000,101,915,0,0,0,0,0,0
2157,40.0,3.0,2.0,2021-09-07,2990000,99,478,0,0,0,0,0,0
2158,268.0,3.0,3.0,2021-09-03,12000000,50,378,1,0,0,0,0,0
2159,99.0,5.0,4.0,2021-09-02,15500000,64,1363,1,0,0,0,0,0
2160,112.0,4.0,5.0,2021-09-10,76650000,115,1316,0,0,1,1,0,1
2161,112.0,4.0,4.0,2021-09-10,17500000,86,529,0,0,0,0,0,0
2162,66.0,3.0,3.0,2021-09-10,7300000,69,856,0,0,0,0,0,0
2163,,3.0,3.0,2021-09-07,5390000,61,1493,1,0,0,1,0,0
2164,58.0,3.0,3.0,2021-09-03,5900000,99,515,0,0,0,0,0,0
2165,,1.0,1.0,2021-09-02,5300000,62,1053,0,0,1,1,0,0
2166,,3.0,3.0,2021-09-15,4500000,91,1055,1,1,1,1,0,0
2167,87.0,4.0,4.0,2021-09-10,5500000,90,997,0,1,1,1,1,0
2168,,2.0,3.0,2021-09-02,8500000,57,1111,0,0,1,0,0,0
2169,20.0,3.0,1.0,2021-09-13,2500000,66,905,0,1,1,0,0,0
2170,30.0,3.0,2.0,2021-09-13,3690000,65,936,0,0,1,1,0,0
2171,13.0,3.0,2.0,2021-09-09,2950000,71,432,0,0,0,0,0,0
2172,25.0,3.0,2.0,2021-09-02,4200000,119,960,0,0,0,0,0,0
2173,70.0,3.0,4.0,2021-09-02,6800000,118,1576,0,0,0,0,0,0
2174,138.0,4.0,4.0,2021-09-02,15000000,50,1718,0,0,0,1,0,0
2175,132.0,4.0,4.0,2021-09-02,12900000,60,406,0,0,0,0,0,0
2176,70.0,4.0,4.0,2021-09-02,4800000,79,1415,0,0,0,0,0,0
2177,66.0,4.0,3.0,2021-09-02,7950000,106,1161,1,0,1,1,1,0
2178,,4.0,4.0,2021-09-02,8500000,106,713,0,1,1,1,0,0
2179,66.0,4.0,3.0,2021-09-02,5200000,63,2021,1,1,0,1,0,0
2180,218.0,4.0,3.0,2021-09-02,12000000,78,1043,0,0,1,0,0,0
2181,50.0,5.0,3.0,2021-09-15,319000,79,1296,1,0,0,0,0,0
2182,35.0,4.0,3.0,2021-09-14,3300000,83,1017,0,0,0,1,0,0
2183,,3.0,2.0,2021-09-10,2990000,114,1696,0,0,1,1,0,0
2184,218.0,4.0,3.0,2021-09-02,12000000,78,1043,0,0,1,0,0,0
2185,50.0,5.0,3.0,2021-09-15,319000,79,1296,1,0,0,0,0,0
2186,35.0,4.0,3.0,2021-09-14,3300000,83,1017,0,0,0,1,0,0
2187,,3.0,2.0,2021-09-10,2990000,114,1696,0,0,1,1,0,0
2188,,6.0,8.0,2021-09-09,145000000,55,1471,0,0,0,0,0,0
2189,90.0,3.0,1.0,2021-09-02,4200000,60,534,1,0,1,0,0,0
2190,120.0,4.0,4.0,2021-09-10,45000000,81,811,0,0,0,0,0,0
2191,,3.0,3.0,2021-09-23,3290000,59,614,1,0,0,0,0,0
2192,30.0,3.0,2.0,2021-09-21,10900000,84,189,0,0,0,0,0,0
2193,,3.0,3.0,2021-09-20,3790000,71,143,0,0,1,0,0,0
2194,52.0,3.0,2.0,2021-09-07,4950000,116,1740,0,0,1,1,0,0
2195,159.0,4.0,5.0,2021-09-04,18000000,66,1033,1,0,1,0,0,0
2196,,3.0,2.0,2021-09-02,2950000,53,732,1,0,0,0,0,0
2197,,3.0,3.0,2021-09-02,4500000,72,917,0,0,0,1,0,0
2198,,3.0,3.0,2021-09-02,8500000,89,1187,0,1,1,0,0,0
2199,,3.0,3.0,2021-09-02,3290000,77,1064,0,1,1,0,0,1
2200,,3.0,2.0,2021-09-17,5080000,84,223,0,0,1,1,0,1
2201,70.0,4.0,2.0,2021-09-08,6900000,83,1112,0,0,0,0,0,0
2202,54.0,5.0,3.0,2021-09-11,8600000,72,1053,1,0,0,1,0,0
2203,49.0,4.0,2.0,2021-09-10,3750000,218,2046,1,0,0,1,0,0
2204,,3.0,2.0,2021-09-06,4250000,118,1744,0,0,1,1,0,0
2205,,,,2021-09-02,3790000,96,524,0,0,0,0,0,0
2206,,3.0,2.0,2021-09-02,3700000,69,1394,0,1,0,1,0,0
2207,,5.0,6.0,2021-09-02,96000000,32,564,0,0,0,0,0,0
2208,,3.0,2.0,2021-09-14,3700000,102,922,0,0,0,1,0,0
2209,88.0,4.0,3.0,2021-09-20,6500000,183,1196,0,0,1,0,0,0
2210,,3.0,2.0,2021-09-20,8770000,44,949,0,0,0,1,1,0
2211,,4.0,4.0,2021-09-20,13050000,44,861,0,0,1,0,1,0
2212,50.0,3.0,2.0,2021-09-20,2990000,40,815,0,0,0,0,1,0
2213,,3.0,2.0,2021-09-20,7886000,43,939,0,0,0,1,1,0
2214,50.0,2.0,2.0,2021-09-20,3990000,40,805,0,0,0,0,1,0
2215,50.0,3.0,3.0,2021-09-20,12500000,40,801,0,0,1,0,1,0
2216,72.0,4.0,2.0,2021-09-20,4500000,55,737,0,0,0,0,0,0
2217,,3.0,2.0,2021-09-17,3750000,72,1260,1,0,0,0,0,0
2218,,4.0,2.0,2021-09-15,4500000,10,413,0,0,1,1,0,0
2219,86.0,3.0,2.0,2021-09-13,2890000,32,804,0,0,0,0,0,1
2220,9.0,1.0,1.0,2021-09-29,2290000,64,1100,0,0,0,1,0,0
2221,48.0,3.0,2.0,2021-09-19,2590000,76,1044,1,1,1,1,0,0
2222,42.0,3.0,3.0,2021-09-16,3300000,68,941,0,1,1,0,1,0
2223,250.0,5.0,6.0,2021-09-24,92000000,48,227,0,0,0,0,0,0
2224,50.0,3.0,3.0,2021-09-21,5490000,61,1218,0,0,0,1,0,0
2225,70.0,3.0,3.0,2021-09-20,4490000,59,1294,0,0,1,0,0,0
2226,35.0,3.0,3.0,2021-09-20,3090000,85,214,0,0,0,0,0,0
2227,70.0,3.0,2.0,2021-09-17,3590000,42,1796,0,0,0,1,0,0
2228,,4.0,4.0,2021-09-14,48000000,134,1285,0,0,0,1,0,1
2229,62.0,3.0,2.0,2021-09-20,3700000,179,1475,1,0,0,0,1,0
2230,,3.0,4.0,2021-09-20,15750000,33,430,0,0,0,0,0,0
2231,92.0,4.0,5.0,2021-09-20,27250000,45,603,0,0,0,0,0,0
2232,60.0,3.0,2.0,2021-09-20,5500000,53,2166,1,0,1,1,0,0
2233,,3.0,2.0,2021-09-19,2600000,76,612,0,0,0,1,0,0
2234,,3.0,2.0,2021-09-17,4700000,45,1420,0,1,0,0,0,0
2235,89.0,3.0,4.0,2021-09-12,5000000,44,751,0,0,1,0,0,0
2236,241.0,5.0,6.0,2021-09-12,42500000,55,519,0,0,0,0,0,0
2237,185.0,5.0,5.0,2021-09-24,79000000,63,257,0,0,0,0,0,0
2238,,3.0,4.0,2021-09-16,12000000,79,1501,1,0,0,1,0,0
2239,,4.0,5.0,2021-09-17,4800000,95,1231,1,0,0,1,0,0
2240,,3.0,2.0,2021-09-16,1570000,58,609,0,0,0,1,0,0
2241,50.0,4.0,2.0,2021-09-15,4950000,46,701,0,0,0,0,0,0
2242,,2.0,2.0,2021-09-12,1200000,77,357,0,0,0,0,0,0
2243,284.0,3.0,2.0,2021-09-25,12000000,19,178,0,0,0,0,0,0
2244,42.0,4.0,2.0,2021-09-17,3900000,65,914,0,0,0,0,0,0
2245,,3.0,3.0,2021-09-13,12000000,65,1033,0,0,0,0,0,0
2246,134.0,2.0,2.0,2021-09-13,9500000,62,2455,0,0,0,0,0,0
2247,121.0,4.0,4.0,2021-09-13,13000000,63,2462,0,0,0,0,0,0
2248,,3.0,3.0,2021-09-13,3290000,62,1102,1,0,1,0,0,0
2249,,4.0,3.0,2021-09-13,11900000,53,1023,1,0,1,0,0,0
2250,65.0,3.0,4.0,2021-09-18,9890000,70,1074,1,1,0,0,0,1
2251,97.0,4.0,2.0,2021-09-17,40000000,140,1080,0,0,0,0,0,0
2252,52.0,3.0,2.0,2021-09-15,3800000,78,865,1,0,0,0,0,0
2253,,3.0,3.0,2021-09-22,6900000,11,483,0,0,0,0,0,0
2254,40.0,3.0,3.0,2021-09-15,2200000,75,1422,1,0,0,1,0,0
2255,,2.0,1.0,2021-09-15,3600000,57,626,1,0,0,0,0,0
2256,,3.0,2.0,2021-09-08,3890000,81,954,0,0,0,1,0,0
2257,,3.0,4.0,2021-09-08,13900000,87,1059,1,0,0,1,0,0
2258,285.0,4.0,3.0,2021-09-08,12990000,85,1012,1,1,0,0,0,0
2259,43.0,3.0,3.0,2021-09-08,4400000,75,841,0,0,0,0,0,0
2260,,3.0,3.0,2021-09-08,7900000,77,1040,1,1,0,0,0,0
2261,56.0,3.0,3.0,2021-09-08,3900000,67,685,1,0,1,0,0,0
2262,78.0,3.0,3.0,2021-09-08,4000000,77,754,1,0,0,0,0,0
2263,,3.0,3.0,2021-09-08,6500000,73,690,1,0,0,0,0,0
2264,59.0,3.0,2.0,2021-09-08,3900000,66,541,0,0,0,0,0,0
2265,,3.0,3.0,2021-09-08,6300000,76,1075,1,0,1,1,0,0
2266,,4.0,2.0,2021-09-08,3850000,66,733,1,1,1,0,0,0
2267,,5.0,5.0,2021-09-08,35000000,73,660,0,1,0,0,0,0
2268,50.0,3.0,2.0,2021-09-08,2390000,86,1127,1,0,0,1,0,0
2269,,3.0,2.0,2021-09-08,4200000,75,795,1,1,0,1,0,0
2270,100.0,3.0,3.0,2021-09-08,3000000,83,629,1,0,0,0,0,0
2271,63.0,3.0,2.0,2021-09-08,1500000,84,590,0,0,1,0,0,0
2272,72.0,3.0,2.0,2021-09-08,5900000,87,841,0,1,1,0,0,0
2273,35.0,3.0,2.0,2021-09-08,3999999,88,1012,0,0,0,0,0,0
2274,72.0,4.0,3.0,2021-09-08,5900000,72,1308,1,0,0,0,0,0
2275,53.0,3.0,2.0,2021-09-08,2500000,76,725,1,0,0,0,0,0
2276,,3.0,3.0,2021-09-08,3400000,58,604,0,0,0,0,0,0
2277,143.0,4.0,4.0,2021-09-08,12900000,88,885,0,1,0,0,0,0
2278,46.0,3.0,2.0,2021-09-08,3290000,79,688,0,1,0,0,0,0
2279,58.0,3.0,3.0,2021-09-08,5720000,90,805,0,0,0,0,0,0
2280,,3.0,3.0,2021-09-08,3400000,58,604,0,0,0,0,0,0
2281,143.0,4.0,4.0,2021-09-08,12900000,88,885,0,1,0,0,0,0
2282,46.0,3.0,2.0,2021-09-08,3290000,79,688,0,1,0,0,0,0
2283,58.0,3.0,3.0,2021-09-08,5720000,90,805,0,0,0,0,0,0
2284,,3.0,2.0,2021-09-08,3500000,82,617,1,0,0,0,0,0
2285,53.0,3.0,2.0,2021-09-08,3690000,68,1047,1,0,0,1,0,0
2286,,3.0,2.0,2021-09-08,2750000,77,860,1,0,1,1,0,0
2287,,4.0,4.0,2021-09-08,5000000,82,591,1,0,0,0,0,0
2288,,3.0,2.0,2021-09-08,3900000,90,1077,1,0,0,1,0,0
2289,61.0,4.0,3.0,2021-09-08,3500000,80,651,1,0,0,0,0,0
2290,,5.0,5.0,2021-09-08,27500000,80,938,0,0,1,1,0,0
2291,54.0,3.0,3.0,2021-09-08,7250000,92,904,1,0,0,0,0,0
2292,84.0,4.0,2.0,2021-09-08,4500000,81,820,1,0,0,0,0,0
2293,85.0,3.0,2.0,2021-09-08,3500000,56,763,1,1,0,0,0,0
2294,,3.0,2.0,2021-09-08,8000000,84,864,1,0,1,0,0,0
2295,,3.0,2.0,2021-09-08,4500000,81,1171,0,0,1,0,0,0
2296,,3.0,2.0,2021-09-08,3750000,73,659,0,0,0,0,0,0
2297,66.0,3.0,3.0,2021-09-08,6500000,92,713,0,0,0,0,0,0
2298,50.0,3.0,1.0,2021-09-08,2350000,80,702,0,0,0,0,0,0
2299,,3.0,3.0,2021-09-08,5690000,83,923,1,0,1,1,0,0
2300,54.0,3.0,3.0,2021-09-08,4290000,89,815,0,0,1,0,0,0
2301,,3.0,2.0,2021-09-08,3990000,79,701,0,0,1,0,0,0
2302,70.0,3.0,3.0,2021-09-08,7500000,77,638,0,0,0,0,0,0
2303,66.0,2.0,2.0,2021-09-08,2390000,78,887,1,0,1,0,0,0
2304,,3.0,2.0,2021-09-08,4900000,60,905,0,0,1,1,0,0
2305,108.0,4.0,3.0,2021-09-08,22500000,81,913,1,0,0,0,0,0
2306,70.0,4.0,4.0,2021-09-08,3890000,74,989,0,1,1,0,0,0
2307,60.0,3.0,2.0,2021-09-08,2500000,76,911,1,0,1,1,0,0
2308,,3.0,2.0,2021-09-08,6000000,82,758,0,0,0,0,0,0
2309,70.0,3.0,2.0,2021-09-08,3429900,96,868,1,0,0,1,0,0
2310,101.0,3.0,2.0,2021-09-08,4600000,90,752,1,0,0,0,0,0
2311,80.0,3.0,2.0,2021-09-08,4200000,78,737,1,1,0,0,1,0
2312,56.0,3.0,2.0,2021-09-08,3000000,80,963,0,1,0,1,0,0
2313,96.0,5.0,5.0,2021-09-08,8990000,82,1020,1,0,0,0,0,0
2314,108.0,6.0,5.0,2021-09-08,17900000,82,698,0,0,0,0,0,0
2315,,3.0,3.0,2021-09-08,10000000,82,901,0,0,0,1,0,0
2316,35.0,3.0,3.0,2021-09-08,3950000,67,766,0,0,0,0,0,0
2317,,5.0,6.0,2021-09-08,55000000,71,1339,0,0,1,0,0,0
2318,54.0,3.0,3.0,2021-09-08,8950000,63,1011,0,0,1,1,1,0
2319,75.0,3.0,3.0,2021-09-08,15900000,83,849,1,0,0,0,0,0
2320,,3.0,2.0,2021-09-08,3200000,86,807,1,0,0,0,0,0
2321,,3.0,2.0,2021-09-08,3400000,81,797,0,0,0,1,0,0
2322,,4.0,3.0,2021-09-08,10500000,59,754,1,0,0,1,0,0
2323,,3.0,2.0,2021-09-08,3590000,81,769,1,0,0,0,0,0
2324,67.0,3.0,2.0,2021-09-08,4900000,79,1147,0,0,0,1,0,0
2325,88.0,5.0,2.0,2021-09-08,4790000,85,1054,0,0,0,0,0,0
2326,179.0,6.0,4.0,2021-09-08,15900000,80,949,1,1,1,0,0,0
2327,,4.0,3.0,2021-09-08,4700000,95,1183,1,0,1,0,0,0
2328,35.0,3.0,2.0,2021-09-08,3790000,79,747,0,0,0,1,0,0
2329,,6.0,6.0,2021-09-08,35900000,78,1461,0,0,1,1,1,0
2330,105.0,3.0,3.0,2021-09-08,13500000,68,711,0,0,1,0,0,0
2331,,3.0,2.0,2021-09-08,4500000,70,768,0,0,1,0,0,0
2332,60.0,3.0,2.0,2021-09-08,3700000,81,807,1,0,0,0,0,0
2333,215.0,3.0,2.0,2021-09-08,39900000,84,583,0,0,0,0,0,0
2334,,3.0,2.0,2021-09-08,3900000,78,776,1,0,0,0,0,0
2335,50.0,2.0,1.0,2021-09-08,2590000,71,903,1,0,0,0,0,0
2336,58.0,3.0,2.0,2021-09-08,5350000,80,638,1,0,0,0,0,0
2337,,5.0,5.0,2021-09-08,11900000,68,1298,1,0,0,0,0,0
2338,60.0,3.0,2.0,2021-09-08,3500000,68,446,1,0,0,1,0,0
2339,203.0,8.0,8.0,2021-09-08,19000000,73,575,0,0,0,0,0,0
2340,53.0,3.0,2.0,2021-09-08,2500000,70,846,1,0,0,0,0,0
2341,51.0,4.0,2.0,2021-09-08,3290000,71,722,1,0,0,0,0,0
2342,56.0,3.0,2.0,2021-09-08,3890000,75,982,0,0,0,0,0,0
2343,,,,2021-09-08,95000000,82,605,0,0,0,0,0,0
2344,,3.0,2.0,2021-09-08,3850000,70,657,0,0,1,0,0,0
2345,70.0,4.0,4.0,2021-09-08,6000000,64,931,1,1,1,1,0,0
2346,140.0,9.0,8.0,2021-09-08,11800000,65,957,1,1,1,1,0,0
2347,68.0,3.0,3.0,2021-09-08,6900000,90,841,0,0,1,0,0,0
2348,,3.0,3.0,2021-09-08,5900000,87,894,0,0,0,0,0,0
2349,45.0,3.0,2.0,2021-09-08,2500000,77,803,0,0,0,0,0,0
2350,60.0,3.0,3.0,2021-09-08,3790000,62,954,1,0,0,0,0,0
2351,80.0,10.0,10.0,2021-09-08,5500000,91,796,1,0,0,0,0,0
2352,51.0,3.0,2.0,2021-09-13,1990000,48,2233,1,0,1,1,0,0
2353,,4.0,1.0,2021-09-13,3500000,40,1911,1,0,1,0,1,0
2354,144.0,2.0,4.0,2021-09-13,6500000,97,1174,0,1,1,0,0,0
2355,55.0,2.0,3.0,2021-09-13,3750000,65,802,0,1,0,0,0,0
2356,,21.0,16.0,2021-09-13,48000000,64,1318,0,0,1,0,0,0
2357,250.0,5.0,8.0,2021-09-13,33000000,63,3427,1,0,0,0,0,0
2358,55.0,2.0,3.0,2021-09-13,5500000,60,855,0,0,0,1,0,0
2359,18.0,2.0,2.0,2021-09-13,1790000,47,1087,0,0,0,0,0,0
2360,42.0,2.0,2.0,2021-09-09,2550000,51,1615,1,0,1,0,0,0
2361,28.0,2.0,1.0,2021-09-15,1790000,51,1616,1,0,1,0,0,1
2362,,3.0,2.0,2021-09-13,3280000,54,1510,0,0,0,1,0,0
2363,84.0,3.0,4.0,2021-09-09,14900000,53,1905,0,1,1,1,0,0
2364,,3.0,4.0,2021-09-09,17000000,67,2047,0,1,1,1,0,0
2365,82.0,3.0,2.0,2021-09-21,3800000,45,1481,0,1,1,0,0,0
2366,,4.0,2.0,2021-09-17,3000000,167,1508,0,0,0,1,0,0
2367,104.0,6.0,6.0,2021-09-14,33000000,87,315,0,0,0,0,0,0
2368,108.0,4.0,5.0,2021-09-14,23900000,79,439,0,1,0,0,0,0
2369,85.0,4.0,4.0,2021-09-14,22500000,67,322,0,0,0,0,0,0
2370,38.0,3.0,2.0,2021-09-14,8500000,110,670,0,0,0,0,0,0
2371,60.0,3.0,2.0,2021-09-14,3799999,58,298,0,1,1,0,0,0
2372,117.0,4.0,3.0,2021-09-09,12500000,68,1840,1,0,0,1,0,0
2373,57.0,4.0,3.0,2021-09-28,5500000,38,1298,1,1,1,0,0,0
2374,,2.0,1.0,2021-09-16,2690000,172,1410,0,1,0,0,1,0
2375,159.0,4.0,2.0,2021-09-14,4500000,54,1423,0,0,1,1,0,0
2376,56.0,3.0,2.0,2021-09-14,7500000,103,728,1,0,0,0,0,0
2377,,5.0,7.0,2021-09-09,2600000,61,1342,0,0,0,0,0,0
2378,96.0,5.0,4.0,2021-09-09,6900000,72,1882,1,0,1,1,0,0
2379,86.0,4.0,4.0,2021-09-09,25900000,67,3167,0,0,0,0,0,1
2380,35.0,3.0,2.0,2021-09-08,2700000,73,788,1,0,0,1,0,0
2381,,3.0,3.0,2021-09-15,25500000,89,753,1,1,0,1,0,0
2382,154.0,3.0,3.0,2021-09-09,7800000,78,646,0,0,1,1,0,0
2383,,3.0,3.0,2021-09-09,2790000,65,1238,0,0,0,1,0,1
2384,,4.0,6.0,2021-09-09,49000000,43,2825,0,0,0,0,0,0
